,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2014-12-29,0.9691646509826166,1.1558396811030942,1.4141876265701125,0.9715082500028654,1.0735955516485232,0.97368841010528,0.5969463002092398,0.5725764007624893,0.9977411799760544,0.9162617208556785
2014-12-30,0.9695133588304206,1.1542081720435733,1.4181904992654166,0.969306571686626,1.073412798884946,0.9748938642339298,0.597035440831006,0.5869494024849131,0.9958114007616862,0.9167233318957492
2014-12-31,0.9702923738801933,1.1502928856648948,1.3922806608643599,0.9690900117350001,1.0746278881821802,0.9828210962637656,0.6078873660229432,0.6069052496162619,0.9978616578763833,0.9110521505728164
2015-01-02,0.97031804512663,1.149955111988704,1.3912513544081166,0.9691252150256425,1.074627791489445,0.982961675634794,0.6084326270103679,0.6066766129201142,0.9975842743337803,0.911728741739435
2015-01-05,0.9703005860145177,1.156817871394153,1.4124513952560527,0.9748405816136355,1.0859837457551398,0.9783336772430402,0.595665616435658,0.601670601765192,0.9655563250177167,0.9253647345070547
2015-01-06,0.9711019822163977,1.1496934905769123,1.3978605669707385,0.9835838374743741,1.0869246425049814,0.9843273631674082,0.594600538434984,0.5947317299721551,0.9636690921976174,0.9282943120323207
2015-01-07,0.973037368598626,1.1515420953919167,1.3929778311194596,0.9841960465938376,1.0829234110552848,0.97618940393518,0.6087743967261009,0.6002762346410631,0.9740359951149616,0.9347469179691184
2015-01-08,0.9725021371411943,1.161864720007881,1.40227115156945,0.9775078056299907,1.0843498650406513,0.9846939018131111,0.6145041430702118,0.589044579092731,0.9648121855960757,0.927361556698584
2015-01-09,0.9722297088626233,1.1522318636534425,1.3831133639636766,0.9832206665579148,1.0856821253642872,0.9786309088516736,0.6210513708135772,0.589751823319039,0.9721671055122714,0.9347815588210259
2015-01-12,0.9719205478934952,1.1422792302704967,1.3978867777522304,0.9830548787911769,1.0838443785023275,0.9846040430690447,0.6191684879463676,0.5851492616106958,0.9621196754942779,0.9344399648345599
2015-01-13,0.972279052195177,1.1448760201676462,1.3962857568486977,0.985908204815639,1.0849173959007723,0.9833875270286496,0.6181264531449359,0.5789995333420922,0.9628942783767475,0.9345909371794466
2015-01-14,0.9722678401126142,1.1482477959258937,1.3723377398157766,0.995261245845333,1.0842121342941355,0.9857074668751288,0.6150987089417714,0.5632180058805245,0.962041329712538,0.9410814929088173
2015-01-15,0.9722329939737776,1.1380051076765643,1.3820317742762083,0.9978055368088672,1.0815931288774798,0.9872765591926917,0.609040744414591,0.5444753426275514,0.9636108478467025,0.9398320354849031
