,0
2010-09-23,-0.0005628088430579088
2010-09-24,0.00013229677262999173
2010-09-27,2.565726030249061e-05
2010-09-28,-0.0015043670173537599
2010-09-29,0.000847014227534044
2010-09-30,-0.0003324932119089809
2010-10-01,-0.00013475780863402877
2010-10-04,0.0001732740689733732
2010-10-05,0.0001227172153281178
2010-10-06,0.00038028513079260023
2010-10-07,0.00043454470732214815
2010-10-08,-0.000399966597792188
2010-10-11,0.000565823563468495
2010-10-12,-0.000827863419610067
2010-10-13,0.0012363614544538375
2010-10-14,0.000407476124381842
2010-10-15,0.00012030245679974828
2010-10-18,-0.0017947769850891714
2010-10-19,0.0023914621984445234
2010-10-20,-0.0006738815958058156
2010-10-21,0.00035326015297379356
2010-10-22,-0.0003877811580855152
2010-10-25,0.0005164758984775321
2010-10-26,-2.330493800045016e-05
2010-10-27,-0.0007525057241819732
2010-10-28,-0.0014624247733392838
2010-10-29,0.0005083947572799235
2010-11-01,-0.0004785357754113481
2010-11-02,0.0008503318222207092
2010-11-03,0.00017137410596480352
2010-11-04,0.0005691771171325716
2010-11-05,-0.0003998267224226979
2010-11-08,-8.128609255343504e-05
2010-11-09,-8.066017242593353e-05
2010-11-10,-0.00039334543715744026
2010-11-11,-0.00039659925800400496
2010-11-12,0.00017652995149090162
2010-11-15,-0.00023160959726820736
2010-11-16,-0.0005406137594473458
2010-11-17,0.0002764651349482991
2010-11-18,-0.0005130421778746213
2010-11-19,-3.6987322055798307e-05
2010-11-22,0.0001624670434873806
2010-11-23,-0.00026343634640394256
2010-11-24,-0.00015337307254044592
2010-11-26,-0.004693336143103966
2010-11-29,0.004345019223770029
2010-11-30,-9.131255459666945e-05
2010-12-01,-6.856895523580514e-05
2010-12-02,0.00014625629563278474
2010-12-03,-0.00023017729953257304
2010-12-06,0.0002823387442815314
2010-12-07,8.193093004414708e-05
2010-12-08,-0.00020917915413849048
2010-12-09,-0.00025783993953584815
2010-12-10,-0.00022236083856732106
2010-12-13,0.0006291606196381302
2010-12-14,-6.910612123187023e-05
2010-12-15,0.0005241329299403236
2010-12-16,-0.0005500549975632884
2010-12-17,-0.0002109605980792201
2010-12-20,0.00016172867783465373
2010-12-21,0.0001081867301255951
2010-12-22,-0.0002739147417220658
2010-12-23,0.0002356660949893619
2010-12-27,-8.219749754910359e-05
2010-12-28,0.0008400959642092392
2010-12-29,-0.0008220311648394582
2010-12-30,-0.0003065350088721501
2010-12-31,0.00033206105121841035
2011-01-03,-0.000623861169266382
2011-01-04,0.00010326930473910625
2011-01-05,0.0001998736497103703
2011-01-06,-0.0005731642348469621
2011-01-07,-0.0002470109463492214
2011-01-10,-0.0002867470310589927
2011-01-11,-0.00014666090764446594
2011-01-12,0.0003126126259774282
2011-01-13,0.00021325015187743175
2011-01-14,0.0004364898979771813
2011-01-18,-2.0754865250793755e-06
2011-01-19,0.0004883954119489029
2011-01-20,0.00022660740423790442
2011-01-21,-4.428735607972653e-05
2011-01-24,-0.0003417680710404774
2011-01-25,0.0003203928206510323
2011-01-26,-0.0001617625876839811
2011-01-27,-0.00022278891779199585
2011-01-28,-0.00023295875481706488
2011-01-31,0.00043275474725067327
2011-02-01,-0.0007090406929292116
2011-02-02,0.0005316083368908449
2011-02-03,-0.0004423113689512458
2011-02-04,5.519174924724585e-05
2011-02-07,-0.00029524496323089355
2011-02-08,0.0001047361835379108
2011-02-09,0.0005207990733660456
2011-02-10,-0.0003347642067499636
2011-02-11,-8.699948385920784e-05
2011-02-14,-0.0002825358535197644
2011-02-15,0.0001063261844332147
2011-02-16,0.00010468300147780697
2011-02-17,-0.00014018726437192664
2011-02-18,0.0006988424304156257
2011-02-22,0.0006532731149136925
2011-02-23,-6.950292130834465e-05
2011-02-24,-9.288308524476121e-05
2011-02-25,-2.419572739290228e-05
2011-02-28,0.0014173769882212944
2011-03-01,-0.001592111471056215
2011-03-02,-0.00018532548806741381
2011-03-03,0.0002788116971700512
2011-03-04,-0.0004917249440119292
2011-03-07,0.0006234093512522149
2011-03-08,-0.00022104829815552084
2011-03-09,-9.962112706851742e-05
2011-03-10,-0.0006171001869422904
2011-03-11,-0.0003968278883893523
2011-03-14,-9.322713433638011e-05
2011-03-15,-0.0007435960673345919
2011-03-16,-0.0002873774149216614
2011-03-17,0.0009554280641120207
2011-03-18,-0.000415870855769634
2011-03-21,0.0010638336286697067
2011-03-22,-0.0002359276990116562
2011-03-23,-1.9567002702613155e-05
2011-03-24,-0.00015768507634695596
2011-03-25,-0.0004100565500833996
2011-03-28,0.0010870099425652345
2011-03-29,-0.0002756265784169291
2011-03-30,-0.0003406303757838387
2011-03-31,0.0005420250099718424
2011-04-01,-0.0010625846120611432
2011-04-04,0.0002785992237011477
2011-04-05,-0.0002950538401430135
2011-04-06,0.0008150990791161911
2011-04-07,-0.0008666500713371734
2011-04-08,0.0004039558995566311
2011-04-11,-6.506273423881803e-05
2011-04-12,-0.00011942844213580321
2011-04-13,-0.0009856408796189652
2011-04-14,0.0012612032524107696
2011-04-15,9.206823763537389e-05
2011-04-18,-0.0004461026072592137
2011-04-19,0.00028313142916740284
2011-04-20,8.923276790896717e-06
2011-04-21,-4.2500391536299045e-06
2011-04-25,0.0004517804710081647
2011-04-26,-4.930780339572338e-05
2011-04-27,-0.00014817681473456527
2011-04-28,-0.00011998558338290315
2011-04-29,-0.00023237064831388996
2011-05-02,-2.9386902230266578e-05
2011-05-03,-4.286825583508895e-05
2011-05-04,-0.00010017958145727354
2011-05-05,-0.00027490691342129184
2011-05-06,-9.956610057122207e-05
2011-05-09,-0.0006621053438595178
2011-05-10,0.000916572584006692
2011-05-11,-0.0006730421407428102
2011-05-12,8.455227437354808e-05
2011-05-13,0.000327878211402512
2011-05-16,-0.00021266374571573578
2011-05-17,0.00027469511580305723
2011-05-18,-0.00028068824947233284
2011-05-19,0.00015362704748820427
2011-05-20,-0.0006466667253455802
2011-05-23,0.0003639894347211535
2011-05-24,0.00014797641635965126
2011-05-25,0.0002807894417817089
2011-05-26,0.0003630243476697862
2011-05-27,-0.0007632999500406796
2011-05-31,0.0006582554750737581
2011-06-01,-0.000706555395080747
2011-06-02,-9.4750489075193e-05
2011-06-03,0.0001370099858451334
2011-06-06,0.0006679716683674636
2011-06-07,0.00020310147599101323
2011-06-08,0.00013356728980818723
2011-06-09,6.60896672897808e-05
2011-06-10,-0.0007603280074504736
2011-06-13,-6.707158321081735e-05
2011-06-14,0.0005892596056926609
2011-06-15,-0.0009376611128604877
2011-06-16,0.0009209859693488796
2011-06-17,-1.1032423410709934e-05
2011-06-20,-0.00011301054724544707
2011-06-21,-0.00012945812942441286
2011-06-22,-2.810570492836964e-05
2011-06-23,-0.0006370659674560224
2011-06-24,-0.00017269543437625767
2011-06-27,0.00011436591938991658
2011-06-28,6.728316288359681e-05
2011-06-29,-2.9113982583950718e-05
2011-06-30,-5.741680001859241e-05
2011-07-01,0.00027705751387883254
2011-07-05,0.0002266449815551371
2011-07-06,-2.5719577283576846e-05
2011-07-07,0.00010503083381325877
2011-07-08,-0.000516182183608202
2011-07-11,0.00045616486840138054
2011-07-12,0.00021554540099098362
2011-07-13,-0.0003224042026374078
2011-07-14,8.148200626373597e-05
2011-07-15,0.0001767482984847222
2011-07-18,0.00023272718948740868
2011-07-19,-0.00016140124833145808
2011-07-20,1.9838027124241975e-07
2011-07-21,0.0005628201582046771
2011-07-22,-0.0004929328027398212
2011-07-25,0.0003389900317077128
2011-07-26,0.0003864743882790703
2011-07-27,-0.0004004899930065177
2011-07-28,0.00035913542931120725
2011-07-29,-0.0009887504739444159
2011-08-01,-0.0005433891981856441
2011-08-02,-2.3887892623929846e-05
2011-08-03,2.4431390798293137e-05
2011-08-04,0.0007785548318385987
2011-08-05,0.00033153757926710913
2011-08-08,-0.0004256867277563636
2011-08-09,-0.002428342172445988
2011-08-10,-0.0034440582152670887
2011-08-11,-0.0023506625184884847
2011-08-12,0.0010361083554484675
2011-08-15,-0.0006752504261100696
2011-08-16,0.0009111717643398212
2011-08-17,0.0003383916327197151
2011-08-18,0.0005627044154822014
2011-08-19,-0.0009267971949565492
2011-08-22,0.0011862444909278914
2011-08-23,-0.0015661673133233467
2011-08-24,0.0004530768286012919
2011-08-25,-0.00018530094572068168
2011-08-26,-0.0015739500939585989
2011-08-29,-0.0002476229980602346
2011-08-30,-0.00020544061018635314
2011-08-31,-0.0007227928814457999
2011-09-01,0.001072500003872037
2011-09-02,-0.000903990825330242
2011-09-06,0.00037442556552915677
2011-09-07,-0.001127144325155545
2011-09-08,0.0001525893016164799
2011-09-09,-0.0005731592560494839
2011-09-12,-0.00026955604891194026
2011-09-13,-0.0009166554868297559
2011-09-14,-1.0140793301126674e-05
2011-09-15,0.0001302714628919864
2011-09-16,0.0006890938788890917
2011-09-19,-0.00099833463494438
2011-09-20,0.0012235987071151759
2011-09-21,-0.0015474937861145073
2011-09-22,-9.986684713144539e-05
2011-09-23,-0.0003994652633901932
2011-09-26,9.106652671288934e-05
2011-09-27,0.0005115472126878476
2011-09-28,-0.00026695260336808205
2011-09-29,0.0011461204515123662
2011-09-30,-0.0007827859362946159
2011-10-03,-9.217522335118813e-05
2011-10-04,0.0002022406764270318
2011-10-05,-0.0009604785102404305
2011-10-06,-0.0009062448206954635
2011-10-07,0.0011547034457459245
2011-10-10,-0.000489889645744826
2011-10-11,0.0004725834644414581
2011-10-12,-0.0011228890440846701
2011-10-13,0.0003857033641634774
2011-10-14,0.00011455540351565027
2011-10-17,-0.0006997226720682585
2011-10-18,-0.0005880661010952137
2011-10-19,0.0007047068888391909
2011-10-20,-0.00018022722453395115
2011-10-21,1.0810178037039958e-05
2011-10-24,-0.001117563458857036
2011-10-25,0.00019675324729619484
2011-10-26,2.8969564187006358e-05
2011-10-27,0.0011972143283601258
2011-10-28,-0.00094790621935909
2011-10-31,0.00038455724583544293
2011-11-01,-0.0007561734973012164
2011-11-02,0.0002684360516941875
2011-11-03,-0.0006228490197025469
2011-11-04,-0.0008537082525530652
2011-11-07,0.0004720041273449053
2011-11-08,0.0007899114040719624
2011-11-09,-0.0013424268551068333
2011-11-10,0.0012517749246053998
2011-11-11,-0.0002949138487397529
2011-11-14,-0.0011012482008929628
2011-11-15,0.0006012690822511831
2011-11-16,1.563036329372061e-05
2011-11-17,0.0006040057935983861
2011-11-18,-0.0002491879002021486
2011-11-21,-0.0013898573240522342
2011-11-22,3.404770150639176e-05
2011-11-23,-0.0006301545496838375
2011-11-25,0.0001026319904099621
2011-11-28,0.00010772902087091349
2011-11-29,0.0003781580706811688
2011-11-30,-0.002120092804139939
2011-12-01,0.0012928262183308473
2011-12-02,-0.0007345409339968486
2011-12-05,0.00043157638326278384
2011-12-06,-0.0001871536254830189
2011-12-07,0.001730777244727821
2011-12-08,-0.0011780355880434863
2011-12-09,0.0005269026536885747
2011-12-12,-1.5994334882668548e-05
2011-12-13,-0.00043274842500084544
2011-12-14,0.00095286582982404
2011-12-15,0.0005731246636957853
2011-12-16,-0.002657246522812448
2011-12-19,0.0015900505270875984
2011-12-20,0.000263336780569539
2011-12-21,-3.0461371609282265e-05
2011-12-22,0.0003396760078536159
2011-12-23,-0.00023089149625799693
2011-12-27,0.0010278308095199849
2011-12-28,-0.0009638516664766967
2011-12-29,-0.0003339023761241098
2011-12-30,-0.001071491078111941
2012-01-03,0.00077472000748024
2012-01-04,0.0006509569467148768
2012-01-05,-0.0009311401523833212
2012-01-06,-0.0006967611158379585
2012-01-09,-4.3550181202760534e-05
2012-01-10,-0.00039503076989936756
2012-01-11,-0.0005067809665256005
2012-01-12,-0.0002542001294996536
2012-01-13,-0.00042066398990944776
2012-01-17,0.00012452397678992724
2012-01-18,-0.00029517657321175873
2012-01-19,-5.228743808005122e-06
2012-01-20,0.003786343305782122
2012-01-23,-0.0031492485093976264
2012-01-24,1.3809003594175348e-05
2012-01-25,-0.0005538310786529031
2012-01-26,0.0010231502271381854
2012-01-27,0.000626137124334862
2012-01-30,-0.0009911228004889396
2012-01-31,4.558603433819111e-05
2012-02-01,-0.0005937972145815974
2012-02-02,0.00047059267486073797
2012-02-03,-0.0008841865638167384
2012-02-06,-0.0005452654216272069
2012-02-07,0.0005473876949443619
2012-02-08,0.0003249990041160138
2012-02-09,-0.0007327029983832229
2012-02-10,-0.0008170171859612878
2012-02-13,0.0008101026289602268
2012-02-14,-0.0009552155085933025
2012-02-15,-3.802059496962017e-05
2012-02-16,-0.0005864196251909402
2012-02-17,0.0006618655375998186
2012-02-21,3.050267452463088e-05
2012-02-22,7.420452657098345e-05
2012-02-23,0.00012252733964401418
2012-02-24,6.641003650798265e-05
2012-02-27,1.507201113830044e-05
2012-02-28,-0.0007447893139473577
2012-02-29,8.464801917088417e-05
2012-03-01,-0.0014879924736772307
2012-03-02,-0.0002432910729213999
2012-03-05,0.0005123255840893898
2012-03-06,0.0008307288592502848
2012-03-07,-0.0005265968355214253
2012-03-08,-0.00019027316828326354
2012-03-09,0.0002704732108100632
2012-03-12,0.0004714973317211451
2012-03-13,-0.0003852712099534812
2012-03-14,0.00033151755018457946
2012-03-15,-0.0004616802685931988
2012-03-16,0.0004298885620859425
2012-03-19,0.0005744893941183652
2012-03-20,5.268594470818908e-05
2012-03-21,-0.0002479037410970217
2012-03-22,-0.00010336974513649837
2012-03-23,0.00020297920973755355
2012-03-26,0.00022770409941734807
2012-03-27,-0.0006301842253440978
2012-03-28,6.85515529228603e-05
2012-03-29,-0.00016371219429122622
2012-03-30,0.00036338536648019594
2012-04-02,0.0001413330352197529
2012-04-03,-0.001150070481563968
2012-04-04,0.00022228640783799637
2012-04-05,-0.00033608083042021143
2012-04-09,5.552366351529135e-05
2012-04-10,0.0008198086646705287
2012-04-11,0.0007185584971829834
2012-04-12,-0.0011642719450633172
2012-04-13,0.000173506726128949
2012-04-16,0.0004665387098087866
2012-04-17,-0.0005683832426548931
2012-04-18,0.00018489890141940675
2012-04-19,-0.0008412328771034783
2012-04-20,0.0013290888427937902
2012-04-23,0.00018614046660387143
2012-04-24,0.0012726220803880328
2012-04-25,-0.00014499238376002206
2012-04-26,-0.0005370318512958683
2012-04-27,-0.0008433632388162111
2012-04-30,0.0002934627819719919
2012-05-01,0.0002941930157456356
2012-05-02,-0.0005528615230684644
2012-05-03,0.0005656210186889042
2012-05-04,-0.000538725367616056
2012-05-07,0.0005501217669090095
2012-05-08,0.0005430462667402004
2012-05-09,0.0004150222724118432
2012-05-10,-0.000702565053830248
2012-05-11,0.00010462398633229349
2012-05-14,6.0264830762388547e-05
2012-05-15,9.206476701077108e-05
2012-05-16,0.00026811953576733353
2012-05-17,0.0005874403819285789
2012-05-18,-0.0009193629243091708
2012-05-21,0.001194014351688158
2012-05-22,0.0005406453124264037
2012-05-23,-0.0013729070352083961
2012-05-24,0.0003604034754542563
2012-05-25,-0.001349306485524958
2012-05-29,0.0009890033470019034
2012-05-30,-0.00046402009967864803
2012-05-31,0.00029283503746197056
2012-06-01,-0.0005027288135514424
2012-06-04,0.00014198146581502025
2012-06-05,0.0011771645963444726
2012-06-06,-0.0006415612349439867
2012-06-07,0.0009602317097173289
2012-06-08,-0.00020168560218646568
2012-06-11,-0.00014749118018568715
2012-06-12,8.429338673205354e-05
2012-06-13,0.0005123980216313875
2012-06-14,0.0005153088231205985
2012-06-15,-0.00026724836847503985
2012-06-18,2.185735962627897e-06
2012-06-19,-0.00019686955427171242
2012-06-20,-0.00036916673255483904
2012-06-21,-0.00044020453376735283
2012-06-22,0.0007882383943402611
2012-06-25,-2.097027186627118e-05
2012-06-26,-0.0003185807430665004
2012-06-27,0.00043243700565851785
2012-06-28,-0.0002394202811560821
2012-06-29,-0.0001107803673987863
2012-07-02,0.000743884190411792
2012-07-03,4.021493095538245e-05
2012-07-05,-0.00018744380897490597
2012-07-06,-0.0003037781243343668
2012-07-09,0.0006486268284091102
2012-07-10,-0.0009589712393326504
2012-07-11,0.00041528826122677956
2012-07-12,0.00037860774313035455
2012-07-13,6.695839324708658e-05
2012-07-16,0.00012640851595165222
2012-07-17,-0.0005321074049466591
2012-07-18,0.0007344397045932483
2012-07-19,-0.0005861880552468445
2012-07-20,0.0008605257041697685
2012-07-23,-0.0010188175847887452
2012-07-24,0.00039342985315184327
2012-07-25,0.0006836495014869504
2012-07-26,8.847901364009494e-05
2012-07-27,-0.0003134565211447976
2012-07-30,0.0007404843910175858
2012-07-31,-0.002354629312572386
2012-08-01,0.001859944908830427
2012-08-02,0.0002334243146500806
2012-08-03,0.0007289115910553458
2012-08-06,-0.0006321987747367518
2012-08-07,-0.000871691038388178
2012-08-08,-3.468684101562685e-06
2012-08-09,0.0001868850405019976
2012-08-10,-0.000523551950528852
2012-08-13,0.0006799226995115571
2012-08-14,-0.0001631467032206382
2012-08-15,-0.0005082670099494434
2012-08-16,0.0005744116381989437
2012-08-17,-0.0005077639411465394
2012-08-20,4.832708263186432e-05
2012-08-21,0.00019688005046642355
2012-08-22,-0.0002050339995262264
2012-08-23,-0.0005202703026070364
2012-08-24,-0.0003919760860051757
2012-08-27,0.0009680420025785708
2012-08-28,-0.00025555685547102463
2012-08-29,-0.0003533596701923926
2012-08-30,5.8342308231340914e-05
2012-08-31,-0.0004878870877655598
2012-09-04,-0.0003677307474588751
2012-09-05,-0.00044044011739730846
2012-09-06,-0.0005245937810501138
2012-09-07,-0.0005481862133545619
2012-09-10,0.00034723087843332827
2012-09-11,7.613901130715424e-05
2012-09-12,0.0008383611259391061
2012-09-13,-0.0008563230709490409
2012-09-14,-0.00011993426740692249
2012-09-17,0.00047080587449888685
2012-09-18,0.0006431575957924859
2012-09-19,-0.0014430893632594896
2012-09-20,0.0007624607681591642
2012-09-21,-0.00013261037070374604
2012-09-24,0.0007722107729683778
2012-09-25,-0.00019947800148308568
2012-09-26,-3.465657246466431e-05
2012-09-27,-9.528274460404544e-05
2012-09-28,-0.0005318106443571568
2012-10-01,0.0001692117588913667
2012-10-02,-0.00014884076807597187
2012-10-03,-0.00041082814326892127
2012-10-04,-0.0006271818349198677
2012-10-05,0.00012397987797975804
2012-10-08,-0.00018828881399014698
2012-10-09,5.509086707992418e-05
2012-10-10,-0.00011731932559719445
2012-10-11,-4.12156143635321e-05
2012-10-12,-0.0003889145095365438
2012-10-15,0.00027021702242021814
2012-10-16,-0.0001211873148224147
2012-10-17,-6.878924335589932e-05
2012-10-18,-0.0003443053834414245
2012-10-19,-0.0007239719755789097
2012-10-22,-8.007508181070581e-06
2012-10-23,0.00014207615655538117
2012-10-24,-0.0002506818916101416
2012-10-25,0.0004497449391616913
2012-10-26,-7.147988236393588e-05
2012-10-31,-0.0006584402734959824
2012-11-01,-0.001146810947947153
2012-11-02,0.0006084066772413573
2012-11-05,-0.00014952062007664258
2012-11-06,-0.00015712294030952034
2012-11-07,-0.0001601944260843577
2012-11-08,-0.0001933430862415663
2012-11-09,-0.0005802144828022438
2012-11-12,0.0005468267624655787
2012-11-13,0.00017689895151658036
2012-11-14,-0.00024290798356835924
2012-11-15,8.996093983914709e-05
2012-11-16,-0.0007038018302356324
2012-11-19,0.0007834091179916881
2012-11-20,-0.0007354296975608042
2012-11-21,-0.0006758515401520846
2012-11-23,0.0006548072018725381
2012-11-26,7.164695366533927e-06
2012-11-27,-0.00025620886211189485
2012-11-28,-0.00018057706134553923
2012-11-29,0.0002692439505542687
2012-11-30,-0.00017037140150931839
2012-12-03,1.769426990974078e-05
2012-12-04,0.0006542935931724023
2012-12-05,-0.0007923714023148547
2012-12-06,6.030403875390954e-05
2012-12-07,-0.0002338983719655935
2012-12-10,-1.1559255895242945e-05
2012-12-11,0.0006921881306962783
2012-12-12,-0.0002669725796197425
2012-12-13,-0.00046331362829340333
2012-12-14,0.0001005695768434684
2012-12-17,0.0001275655238937752
2012-12-18,-0.0003635771248889901
2012-12-19,-0.0006698720647014501
2012-12-20,0.00019899468183258613
2012-12-21,0.00017833236900901064
2012-12-24,-0.0010025766666416644
2012-12-26,0.0009137687669683705
2012-12-27,-0.000259877914790361
2012-12-28,-0.0003388404076966698
2012-12-31,0.0005209715185100598
2013-01-02,-0.0003932286675258634
2013-01-03,-0.0007061143722842881
2013-01-04,-0.0009050035385144983
2013-01-07,0.0001914718597442011
2013-01-08,-0.00014129612933761566
2013-01-09,-0.00044060768430350056
2013-01-10,0.0004855989155500961
2013-01-11,-0.0001737931565890015
2013-01-14,-4.807742604380082e-05
2013-01-15,-0.0008659042281048863
2013-01-16,-6.441219222856684e-05
2013-01-17,0.0009961375531808434
2013-01-18,-0.0006068828914618358
2013-01-22,0.000869759999144723
2013-01-23,0.00020846419970454414
2013-01-24,-0.00025857765969745195
2013-01-25,-0.0003165142362984213
2013-01-28,0.0007224762424045182
2013-01-29,-0.0002519698486916572
2013-01-30,-0.0013838776064983727
2013-01-31,-0.0007060973513649375
2013-02-01,0.0005424028416200644
2013-02-04,0.0002748833166959352
2013-02-05,-0.0006638141110825863
2013-02-06,-0.0003474059119924817
2013-02-07,7.819534987525754e-05
2013-02-08,-0.00018821825580169187
2013-02-11,0.0005420021269121737
2013-02-12,0.0003712187646259769
2013-02-13,-0.0003782552810024241
2013-02-14,0.00030970429556811767
2013-02-15,-5.547975676770383e-05
2013-02-19,0.0004548958562497025
2013-02-20,0.00012816912128998416
2013-02-21,1.6964811525585835e-06
2013-02-22,0.0006393371077718542
2013-02-25,-0.0015159607878531024
2013-02-26,0.0008305880278672096
2013-02-27,-0.0007746455187823825
