Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,112.370003,113.389999,111.510002,113.330002,95.097603,118944600
2010-01-05,113.260002,113.680000,112.849998,113.629997,95.349350,111579900
2010-01-06,113.519997,113.989998,113.430000,113.709999,95.416473,116074400
2010-01-07,113.500000,114.330002,113.180000,114.190002,95.819267,131091100
2010-01-08,113.889999,114.620003,113.660004,114.570000,96.138138,126402800
2010-01-11,115.080002,115.129997,114.239998,114.730003,96.272385,106375700
2010-01-12,113.970001,114.209999,113.220001,113.660004,95.374535,163333500
2010-01-13,113.949997,114.940002,113.370003,114.620003,96.180077,161822000
2010-01-14,114.489998,115.139999,114.419998,114.930000,96.440193,115718800
2010-01-15,114.730003,114.839996,113.199997,113.639999,95.357750,212283100
2010-01-19,113.620003,115.129997,113.589996,115.059998,96.549278,139172700
2010-01-20,114.279999,114.449997,112.980003,113.889999,95.567520,216490200
2010-01-21,113.919998,114.269997,111.559998,111.699997,93.729836,344859600
2010-01-22,111.199997,111.739998,109.089996,109.209999,91.640427,345942400
2010-01-25,110.209999,110.410004,109.410004,109.769997,92.110344,186937500
2010-01-26,109.339996,110.470001,109.040001,109.309998,91.724335,211168800
2010-01-27,109.169998,110.080002,108.330002,109.830002,92.160698,271863600
2010-01-28,110.190002,110.250000,107.910004,108.570000,91.103416,316104000
2010-01-29,109.040001,109.800003,107.220001,107.389999,90.113235,310677600
2010-02-01,108.150002,109.070000,107.500000,109.059998,91.514549,187865000
2010-02-02,109.260002,110.589996,108.879997,110.379997,92.622192,216327900
2010-02-03,109.879997,110.480003,109.510002,109.830002,92.160698,172730700
2010-02-04,108.980003,109.029999,106.419998,106.440002,89.316078,356715700
2010-02-05,106.559998,106.879997,104.580002,106.660004,89.500710,493585800
2010-02-08,106.739998,107.330002,105.809998,105.889999,88.854546,224166900
2010-02-09,107.129997,108.150002,106.269997,107.220001,89.970551,337820500
2010-02-10,107.050003,107.599998,106.110001,107.010002,89.794342,240511500
2010-02-11,106.870003,108.250000,106.250000,108.129997,90.734177,223591600
2010-02-12,106.989998,108.099998,106.510002,108.040001,90.658669,304622100
2010-02-16,108.860001,109.849998,107.820000,109.739998,92.085175,159317500
2010-02-17,110.269997,110.410004,109.739998,110.260002,92.521515,168845100
2010-02-18,110.080002,111.139999,110.040001,110.910004,93.066948,193708600
2010-02-19,110.620003,111.570000,110.360001,111.139999,93.259926,222684900
2010-02-22,111.550003,111.580002,110.830002,111.160004,93.276718,132346900
2010-02-23,110.860001,111.199997,109.519997,109.809998,92.143890,207497000
2010-02-24,110.139999,111.000000,109.860001,110.820000,92.991417,176350700
2010-02-25,109.239998,110.750000,108.940002,110.669998,92.865547,259634700
2010-02-26,110.769997,111.120003,110.110001,110.739998,92.924301,173589300
2010-03-01,111.199997,112.000000,111.169998,111.889999,93.889282,147709700
2010-03-02,112.370003,112.739998,112.000000,112.199997,94.149406,160992400
2010-03-03,112.489998,112.970001,112.019997,112.300003,94.233322,150785000
2010-03-04,112.449997,112.800003,112.029999,112.639999,94.518593,135770400
2010-03-05,113.370003,114.339996,113.099998,114.250000,95.869606,176118800
2010-03-08,114.260002,114.519997,114.070000,114.269997,95.886391,114631200
2010-03-09,113.930000,114.989998,113.870003,114.459999,96.045815,154556700
2010-03-10,114.510002,115.279999,114.410004,114.970001,96.473770,186088800
2010-03-11,114.699997,115.480003,114.349998,115.449997,96.876572,160791100
2010-03-12,115.949997,115.970001,115.139999,115.459999,96.884956,162074800
2010-03-15,115.260002,115.570000,114.599998,115.489998,96.910118,146816800
2010-03-16,115.809998,116.519997,115.489998,116.410004,97.682114,168673000
2010-03-17,116.760002,117.480003,116.419998,117.099998,98.261108,177468100
2010-03-18,117.110001,117.269997,116.570000,117.040001,98.210762,196509100
2010-03-19,115.970001,117.290001,115.519997,115.970001,97.713615,226641100
2010-03-22,115.309998,116.800003,115.239998,116.589996,98.236008,184477800
2010-03-23,116.760002,117.510002,116.379997,117.410004,98.926949,182941600
2010-03-24,116.970001,117.430000,115.580002,116.839996,98.446701,196072600
2010-03-25,117.629997,118.169998,116.510002,116.650002,98.286598,223396300
2010-03-26,116.870003,117.419998,116.120003,116.580002,98.227600,205808500
2010-03-29,117.169998,117.529999,116.690002,117.320000,98.851105,134513500
2010-03-30,117.459999,117.830002,116.910004,117.400002,98.918533,145772500
2010-03-31,116.949997,117.519997,116.610001,117.000000,98.581490,161078700
2010-04-01,117.800003,118.250000,117.099998,117.800003,99.255562,161215200
2010-04-05,118.250000,118.839996,117.919998,118.760002,100.064430,105847600
2010-04-06,118.419998,119.250000,118.290001,119.040001,100.300346,110384200
2010-04-07,118.800003,119.360001,117.809998,118.360001,99.727386,184576300
2010-04-08,117.949997,118.970001,117.599998,118.769997,100.072853,158704000
2010-04-09,119.019997,119.599998,118.800003,119.550003,100.730057,133006500
2010-04-12,119.699997,120.050003,119.559998,119.739998,100.890144,110279000
